id,first_name,last_name,gender,Grade,absence_days,tardy_days,math_grade,science_grade,english_grade,it_grade,math_pass,science_pass,english_pass,it_pass,avg_grade,attendance_rate,tardy_rate,total_attendance_issues,attendance_situation,pass_status,attendance_category,grade_level_group,at_risk,needs_intervention,failed_subjects,best_subject,worst_subject,grade_variance,performance_tier,honor_roll
698,Trent,Goudie,Male,11,7,14,95,81,0,33,1,1,0,0,52.25,96.11,7.78,21,Acceptable,Pass,Concerning,High (9-12),0,0,2,Math,English,43.8,Passing,0
699,Harv,Harbage,Male,5,18,47,50,50,50,50,1,1,1,1,50.0,90.0,26.11,65,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
700,Salaidh,Laydel,Female,8,25,34,96,94,71,61,1,1,1,1,80.5,86.11,18.89,59,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,It,17.25,Good,0
701,Ethyl,McInnery,Female,9,25,11,80,70,97,78,1,1,1,1,81.25,86.11,6.11,36,Excessive Absence,Pass,Exessive,High (9-12),0,1,0,English,Science,11.35,Good,0
702,Kelby,Burleigh,Male,10,23,13,63,6,50,94,1,0,1,1,53.25,87.22,7.22,36,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,Science,36.51,Passing,0
703,Winfred,Yglesia,Male,4,12,46,50,99,50,50,1,1,1,1,62.25,93.33,25.56,58,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,24.5,Needs Improvement,0
704,Austine,Copins,Female,4,21,22,50,66,82,50,1,1,1,1,62.0,88.33,12.22,43,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,15.32,Needs Improvement,0
705,Rochette,Tomkiss,Female,8,27,17,30,5,43,75,0,0,0,1,38.25,85.0,9.44,44,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,3,It,Science,29.14,Failing,0
706,Moria,Pietroni,Female,11,24,8,19,41,63,82,0,0,1,1,51.25,86.67,4.44,32,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,It,Math,27.26,Passing,0
707,Humfrid,Tomkies,Male,1,16,6,50,50,96,50,1,1,1,1,61.5,91.11,3.33,22,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,English,Math,23.0,Needs Improvement,0
708,Gisella,Dinsmore,Female,9,2,1,37,77,11,3,0,1,0,0,32.0,98.89,0.56,3,Acceptable,Fail,Good,High (9-12),0,0,3,Science,It,33.33,Failing,0
709,Inesita,Revance,Female,3,7,4,50,61,50,67,1,1,1,1,57.0,96.11,2.22,11,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,It,Math,8.45,Passing,0
710,Christophorus,Izacenko,Male,9,11,28,54,60,72,38,1,1,1,0,56.0,93.89,15.56,39,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,English,It,14.14,Passing,0
711,Filberte,Layne,Male,2,27,28,67,50,50,50,1,1,1,1,54.25,85.0,15.56,55,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,8.5,Passing,0
712,Timothea,Merrison,Female,2,22,42,88,68,50,97,1,1,1,1,75.75,87.78,23.33,64,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,English,21.01,Satisfactory,0
713,Glynn,Warren,Male,3,30,32,50,50,50,60,1,1,1,1,52.5,83.33,17.78,62,Excessive Absence,Pass,Exessive,Elementary (1-5),1,1,0,It,Math,5.0,Passing,0
714,Mason,Gietz,Male,5,15,13,50,84,50,50,1,1,1,1,58.5,91.67,7.22,28,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Science,Math,17.0,Passing,0
715,Manny,Pendrid,Male,11,24,5,63,83,87,48,1,1,1,0,70.25,86.67,2.78,29,Excessive Absence,Pass,Concerning,High (9-12),0,1,1,English,It,18.17,Satisfactory,0
716,Noby,Stoffel,Male,2,8,32,60,50,72,50,1,1,1,1,58.0,95.56,17.78,40,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,10.46,Passing,0
717,Cesya,Babon,Female,4,10,30,76,66,50,93,1,1,1,1,71.25,94.44,16.67,40,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,It,English,18.03,Satisfactory,0
718,Burnard,Abilowitz,Male,4,13,11,50,50,50,94,1,1,1,1,61.0,92.78,6.11,24,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,It,Math,22.0,Needs Improvement,0
719,Willem,Jozwik,Male,12,7,23,11,50,15,26,0,1,0,0,25.5,96.11,12.78,30,Excessive Tardiness,Fail,Concerning,High (9-12),0,1,3,Science,Math,17.52,Failing,0
720,Burr,Cornils,Male,5,29,36,50,71,74,50,1,1,1,1,61.25,83.89,20.0,65,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,13.05,Needs Improvement,0
721,Boyd,Hrinishin,Male,3,4,3,63,50,50,96,1,1,1,1,64.75,97.78,1.67,7,Acceptable,Pass,Good,Elementary (1-5),0,0,0,It,Science,21.72,Needs Improvement,0
722,Marlyn,Sheehan,Female,1,23,40,50,99,87,86,1,1,1,1,80.5,87.22,22.22,63,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,21.17,Good,0
723,Virgilio,Whitwham,Male,6,29,29,50,50,82,50,1,1,1,1,58.0,83.89,16.11,58,Excessive Absence,Pass,Exessive,Middle (6-8),1,1,0,English,Math,16.0,Passing,0
724,Faunie,Bunyard,Female,3,15,4,50,50,50,50,1,1,1,1,50.0,91.67,2.22,19,Excessive Absence,Pass,Moderate,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
725,Ripley,Ummfrey,Male,3,15,6,61,92,50,50,1,1,1,1,63.25,91.67,3.33,21,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Science,English,19.86,Needs Improvement,0
726,Bennett,Bestman,Male,2,23,4,50,50,50,51,1,1,1,1,50.25,87.22,2.22,27,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,It,Math,0.5,Passing,0
727,Omar,Trench,Male,3,21,41,78,50,69,50,1,1,1,1,61.75,88.33,22.78,62,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,14.06,Needs Improvement,0
728,Luke,Hovenden,Male,11,10,45,99,27,24,46,1,0,0,0,49.0,94.44,25.0,55,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,Math,English,34.73,Failing,0
729,Debra,Jerdon,Female,3,17,49,91,50,69,50,1,1,1,1,65.0,90.56,27.22,66,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,19.51,Needs Improvement,0
730,Sinclair,Blaksley,Male,5,7,33,97,67,75,83,1,1,1,1,80.5,96.11,18.33,40,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,12.79,Good,0
731,Georgeta,Bowich,Female,2,28,16,50,50,50,50,1,1,1,1,50.0,84.44,8.89,44,Excessive Absence,Pass,Exessive,Elementary (1-5),1,1,0,Math,Math,0.0,Passing,0
732,North,McQuaide,Male,4,24,29,61,81,50,93,1,1,1,1,71.25,86.67,16.11,53,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,English,19.36,Satisfactory,0
733,Maurice,Caldero,Male,4,18,44,50,50,68,50,1,1,1,1,54.5,90.0,24.44,62,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,9.0,Passing,0
734,Olive,Tukesby,Female,6,29,24,100,85,83,50,1,1,1,1,79.5,83.89,13.33,53,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,It,21.08,Satisfactory,0
735,Ivie,Loiterton,Female,5,29,17,69,93,71,50,1,1,1,1,70.75,83.89,9.44,46,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,It,17.59,Satisfactory,0
736,Virginie,Corrie,Female,2,17,49,70,50,50,50,1,1,1,1,55.0,90.56,27.22,66,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,10.0,Passing,0
737,Parker,McCart,Male,2,14,46,75,50,50,56,1,1,1,1,57.75,92.22,25.56,60,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,11.84,Passing,0
738,Maryanna,Betteridge,Female,6,3,14,58,76,50,50,1,1,1,1,58.5,98.33,7.78,17,Acceptable,Pass,Moderate,Middle (6-8),0,0,0,Science,English,12.26,Passing,0
739,Daffi,Palin,Female,8,10,38,29,86,0,94,0,1,0,1,52.25,94.44,21.11,48,Excessive Tardiness,Pass,Exessive,Middle (6-8),0,1,2,It,English,45.29,Passing,0
740,Ogden,Riddett,Male,11,6,5,29,99,22,81,0,1,0,1,57.75,96.67,2.78,11,Acceptable,Pass,Moderate,High (9-12),0,0,2,Science,English,38.06,Passing,0
741,Amos,Esland,Male,3,21,25,50,50,50,86,1,1,1,1,59.0,88.33,13.89,46,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,18.0,Passing,0
742,Gerrard,Paynter,Male,3,5,46,50,50,53,50,1,1,1,1,50.75,97.22,25.56,51,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,1.5,Passing,0
743,Giffard,Galbraeth,Male,11,2,26,37,53,15,16,0,1,0,0,30.25,98.89,14.44,28,Excessive Tardiness,Fail,Concerning,High (9-12),0,1,3,Science,English,18.25,Failing,0
744,Jule,By,Male,9,2,25,6,88,52,94,0,1,1,1,60.0,98.89,13.89,27,Excessive Tardiness,Pass,Concerning,High (9-12),0,1,1,It,Math,40.5,Needs Improvement,0
745,Angelica,Francesco,Female,4,7,9,51,50,54,50,1,1,1,1,51.25,96.11,5.0,16,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,English,Science,1.89,Passing,0
746,Ginni,Birtchnell,Female,5,26,48,99,74,50,50,1,1,1,1,68.25,85.56,26.67,74,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,English,23.41,Needs Improvement,0
747,Gwendolen,Twohig,Female,3,14,39,82,62,50,53,1,1,1,1,61.75,92.22,21.67,53,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,English,14.43,Needs Improvement,0
748,Wit,McAlpine,Male,10,14,15,29,81,53,93,0,1,1,1,64.0,92.22,8.33,29,Excessive Absence,Pass,Concerning,High (9-12),0,1,1,It,Math,28.73,Needs Improvement,0
749,Goldie,Colliard,Female,8,16,47,33,23,2,95,0,0,0,1,38.25,91.11,26.11,63,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,3,It,English,39.98,Failing,0
750,Paolina,Twinborne,Female,4,13,42,79,50,63,61,1,1,1,1,63.25,92.78,23.33,55,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,11.95,Needs Improvement,0
751,Amory,Bellocht,Male,6,20,9,50,50,50,50,1,1,1,1,50.0,88.89,5.0,29,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,0,Math,Math,0.0,Passing,0
752,Rosa,Imloch,Female,5,17,9,50,50,50,50,1,1,1,1,50.0,90.56,5.0,26,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
753,Valera,Itzkovwich,Female,6,24,50,54,50,50,80,1,1,1,1,58.5,86.67,27.78,74,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,It,Science,14.46,Passing,0
754,Alejoa,Scyone,Male,3,13,11,50,69,94,90,1,1,1,1,75.75,92.78,6.11,24,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,English,Math,20.37,Satisfactory,0
755,Vic,Drakers,Male,8,9,5,56,7,10,6,1,0,0,0,19.75,95.0,2.78,14,Acceptable,Fail,Moderate,Middle (6-8),0,0,3,Math,It,24.23,Failing,0
756,Dedie,Broy,Female,12,8,31,79,41,65,55,1,0,1,1,60.0,95.56,17.22,39,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,Math,Science,16.04,Needs Improvement,0
757,Kiah,Terrey,Female,12,6,35,64,58,75,91,1,1,1,1,72.0,96.67,19.44,41,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,0,It,Science,14.49,Satisfactory,0
758,Nicolea,Hare,Female,3,29,34,87,83,50,50,1,1,1,1,67.5,83.89,18.89,63,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,English,20.27,Needs Improvement,0
759,Merralee,Gilmore,Female,2,22,19,50,50,87,86,1,1,1,1,68.25,87.78,10.56,41,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,21.08,Needs Improvement,0
760,Daven,Tethacot,Male,12,15,14,64,59,68,56,1,1,1,1,61.75,91.67,7.78,29,Excessive Absence,Pass,Concerning,High (9-12),0,1,0,English,It,5.32,Needs Improvement,0
761,Keir,Small,Male,8,28,40,65,17,7,81,1,0,0,1,42.5,84.44,22.22,68,Excessive Absence,Fail,Exessive,Middle (6-8),1,1,2,It,English,36.05,Failing,0
762,Farleigh,Duffitt,Male,5,5,35,68,83,50,51,1,1,1,1,63.0,97.22,19.44,40,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Science,English,15.68,Needs Improvement,0
763,Ferd,Coulston,Male,10,15,25,19,40,11,13,0,0,0,0,20.75,91.67,13.89,40,Excessive Absence,Fail,Exessive,High (9-12),0,1,4,Science,English,13.28,Failing,0
764,Chevalier,Rushbrooke,Male,7,6,4,40,46,94,100,0,0,1,1,70.0,96.67,2.22,10,Acceptable,Pass,Good,Middle (6-8),0,0,2,It,Math,31.37,Satisfactory,0
765,Peggie,Izod,Female,10,4,39,63,52,62,40,1,1,1,0,54.25,97.78,21.67,43,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,Math,It,10.72,Passing,0
766,Atlante,Swindells,Female,5,26,48,70,50,50,69,1,1,1,1,59.75,85.56,26.67,74,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,11.27,Passing,0
767,Johny,Storres,Male,2,25,18,50,70,50,50,1,1,1,1,55.0,86.11,10.0,43,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,10.0,Passing,0
768,Giacobo,Babidge,Male,3,29,46,50,98,63,57,1,1,1,1,67.0,83.89,25.56,75,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,21.34,Needs Improvement,0
769,Pattie,Jakucewicz,Male,3,10,28,92,50,58,72,1,1,1,1,68.0,94.44,15.56,38,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,18.4,Needs Improvement,0
770,Cy,Boyer,Male,9,27,7,1,69,21,22,0,1,0,0,28.25,85.0,3.89,34,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,Science,Math,28.84,Failing,0
771,Brewer,Salway,Male,8,9,19,59,31,22,71,1,0,0,1,45.75,95.0,10.56,28,Tardiness and absence issues,Fail,Concerning,Middle (6-8),0,1,2,It,English,23.06,Failing,0
772,Timmy,Geraldez,Female,6,17,25,68,80,50,61,1,1,1,1,64.75,90.56,13.89,42,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Science,English,12.58,Needs Improvement,0
773,Krystle,Reese,Female,9,21,43,7,11,80,91,0,0,1,1,47.25,88.33,23.89,64,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,It,Math,44.43,Failing,0
774,Eleen,Spreckley,Female,2,26,14,72,50,74,72,1,1,1,1,67.0,85.56,7.78,40,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,11.37,Needs Improvement,0
775,Clayton,Kilbride,Male,7,27,25,87,77,44,99,1,1,0,1,76.75,85.0,13.89,52,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,1,It,English,23.61,Satisfactory,0
776,Gian,Cleator,Male,2,10,25,50,52,56,50,1,1,1,1,52.0,94.44,13.89,35,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,2.83,Passing,0
777,Orin,Bufton,Male,3,17,20,86,74,59,89,1,1,1,1,77.0,90.56,11.11,37,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,English,13.64,Satisfactory,0
778,Darb,Domegan,Male,8,24,2,93,95,9,77,1,1,0,1,68.5,86.67,1.11,26,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,1,Science,English,40.48,Needs Improvement,0
779,Fredelia,Musselwhite,Female,5,22,34,50,67,50,52,1,1,1,1,54.75,87.78,18.89,56,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,8.22,Passing,0
780,Kiele,Matheson,Female,5,21,50,92,50,94,76,1,1,1,1,78.0,88.33,27.78,71,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,20.33,Satisfactory,0
781,Osbourne,Chomicki,Male,2,14,1,50,50,70,59,1,1,1,1,57.25,92.22,0.56,15,Excessive Absence,Pass,Moderate,Elementary (1-5),0,1,0,English,Math,9.5,Passing,0
782,Dennis,Mees,Male,2,12,19,50,50,50,50,1,1,1,1,50.0,93.33,10.56,31,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
783,Drucie,Fulop,Female,5,15,40,71,67,50,83,1,1,1,1,67.75,91.67,22.22,55,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,English,13.65,Needs Improvement,0
784,Lanita,Craddy,Female,5,7,38,50,77,100,50,1,1,1,1,69.25,96.11,21.11,45,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,24.13,Needs Improvement,0
785,Pierrette,Macbane,Female,4,27,19,77,50,50,50,1,1,1,1,56.75,85.0,10.56,46,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,13.5,Passing,0
786,Chandal,Borborough,Female,1,29,23,58,50,50,50,1,1,1,1,52.0,83.89,12.78,52,Excessive Absence,Pass,Exessive,Elementary (1-5),1,1,0,Math,Science,4.0,Passing,0
787,Nealy,Curror,Male,4,21,27,65,50,50,50,1,1,1,1,53.75,88.33,15.0,48,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,7.5,Passing,0
788,Aubine,Izzard,Female,6,29,3,50,71,65,76,1,1,1,1,65.5,83.89,1.67,32,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,It,Math,11.27,Needs Improvement,0
789,Uriah,Izakov,Male,5,12,44,97,50,50,50,1,1,1,1,61.75,93.33,24.44,56,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,23.5,Needs Improvement,0
790,Hogan,Dohmann,Male,8,16,25,34,90,28,58,0,1,0,1,52.5,91.11,13.89,41,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,2,Science,English,28.16,Passing,0
791,Gerianna,Fotitt,Female,9,6,34,0,26,15,67,0,0,0,1,27.0,96.67,18.89,40,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,It,Math,28.72,Failing,0
792,Vincenty,Melbert,Male,4,14,12,68,50,95,50,1,1,1,1,65.75,92.22,6.67,26,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,English,Science,21.27,Needs Improvement,0
793,Leighton,Croose,Male,8,15,2,17,53,81,14,0,1,1,0,41.25,91.67,1.11,17,Excessive Absence,Fail,Moderate,Middle (6-8),0,1,2,English,It,31.88,Failing,0
794,Gordy,Gibbie,Male,12,15,13,9,48,45,82,0,0,0,1,46.0,91.67,7.22,28,Excessive Absence,Fail,Concerning,High (9-12),0,1,3,It,Math,29.83,Failing,0
795,Francesco,Dalglish,Male,5,10,38,54,96,81,50,1,1,1,1,70.25,94.44,21.11,48,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Science,It,22.01,Satisfactory,0
796,Rhetta,Campaigne,Female,11,11,49,81,1,4,55,1,0,0,1,35.25,93.89,27.22,60,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Math,Science,39.3,Failing,0
797,Malena,Huke,Female,3,7,30,50,50,50,82,1,1,1,1,58.0,96.11,16.67,37,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,16.0,Passing,0
798,Gawen,Skevington,Male,5,21,17,50,50,65,50,1,1,1,1,53.75,88.33,9.44,38,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,7.5,Passing,0
799,Wanda,Arkin,Female,9,9,26,94,14,57,83,1,0,1,1,62.0,95.0,14.44,35,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,Math,Science,35.56,Needs Improvement,0
800,Juliann,Ineson,Female,11,9,41,15,72,87,96,0,1,1,1,67.5,95.0,22.78,50,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,It,Math,36.37,Needs Improvement,0
801,Willdon,Leneve,Male,2,16,21,67,82,83,50,1,1,1,1,70.5,91.11,11.67,37,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,It,15.5,Satisfactory,0
802,Abba,Stanex,Male,2,21,39,80,88,83,65,1,1,1,1,79.0,88.33,21.67,60,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,It,9.9,Satisfactory,0
803,Nahum,Oliphant,Male,8,9,22,5,71,89,10,0,1,1,0,43.75,95.0,12.22,31,Excessive Tardiness,Fail,Exessive,Middle (6-8),0,1,2,English,Math,42.55,Failing,0
804,Oby,Geerling,Male,9,18,9,73,28,73,7,1,0,1,0,45.25,90.0,5.0,27,Excessive Absence,Fail,Concerning,High (9-12),0,1,2,Math,It,33.17,Failing,0
805,Skippy,Bettlestone,Male,11,25,20,55,11,78,56,1,0,1,1,50.0,86.11,11.11,45,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,English,Science,28.08,Passing,0
806,Kaitlyn,Abrahams,Female,1,19,25,50,50,83,96,1,1,1,1,69.75,89.44,13.89,44,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,23.41,Needs Improvement,0
807,Hebert,Zarb,Male,7,14,3,36,26,59,32,0,0,1,0,38.25,92.22,1.67,17,Excessive Absence,Fail,Moderate,Middle (6-8),0,1,3,English,Science,14.43,Failing,0
808,Ediva,Smees,Female,4,17,14,93,50,50,50,1,1,1,1,60.75,90.56,7.78,31,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,21.5,Needs Improvement,0
809,Yule,Oleshunin,Male,12,26,5,67,29,12,4,1,0,0,0,28.0,85.56,2.78,31,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,Math,It,28.01,Failing,0
810,Goldarina,Moizer,Female,8,17,33,67,1,48,71,1,0,0,1,46.75,90.56,18.33,50,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,2,It,Science,32.11,Failing,0
811,Gwennie,Diament,Female,9,3,12,35,61,67,20,0,1,1,0,45.75,98.33,6.67,15,Acceptable,Fail,Moderate,High (9-12),0,0,2,English,It,22.08,Failing,0
812,Natty,Ling,Female,9,21,9,47,26,49,2,0,0,0,0,31.0,88.33,5.0,30,Excessive Absence,Fail,Concerning,High (9-12),0,1,4,English,It,21.95,Failing,0
813,Maybelle,Quinnell,Female,11,27,25,81,42,54,3,1,0,1,0,45.0,85.0,13.89,52,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Math,It,32.4,Failing,0
814,Clemens,Rodrigo,Male,6,10,43,50,79,93,59,1,1,1,1,70.25,94.44,23.89,53,Excessive Tardiness,Pass,Exessive,Middle (6-8),0,1,0,English,Math,19.41,Satisfactory,0
815,Nissa,Oiller,Female,1,29,17,52,91,89,93,1,1,1,1,81.25,83.89,9.44,46,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,19.57,Good,0
816,Terese,Drewett,Female,9,25,49,30,43,67,92,0,0,1,1,58.0,86.11,27.22,74,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,It,Math,27.36,Passing,0
817,Sander,Edgcumbe,Male,8,28,28,98,66,17,74,1,1,0,1,63.75,84.44,15.56,56,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,1,Math,English,34.0,Needs Improvement,0
818,Aksel,Loukes,Male,7,10,5,39,47,77,23,0,0,1,0,46.5,94.44,2.78,15,Acceptable,Fail,Moderate,Middle (6-8),0,0,3,English,It,22.65,Failing,0
819,Gill,Scutchin,Female,3,10,39,50,50,59,78,1,1,1,1,59.25,94.44,21.67,49,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,13.2,Passing,0
820,Vincent,Klebes,Male,5,1,29,50,50,71,50,1,1,1,1,55.25,99.44,16.11,30,Excessive Tardiness,Pass,Concerning,Elementary (1-5),0,1,0,English,Math,10.5,Passing,0
821,Frazier,Aldam,Male,5,2,11,50,50,66,69,1,1,1,1,58.75,98.89,6.11,13,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,It,Math,10.18,Passing,0
822,Codee,Seaborne,Female,3,3,27,68,84,50,50,1,1,1,1,63.0,98.33,15.0,30,Excessive Tardiness,Pass,Concerning,Elementary (1-5),0,1,0,Science,English,16.37,Needs Improvement,0
823,Sunny,Hutchens,Female,3,11,45,72,50,62,50,1,1,1,1,58.5,93.89,25.0,56,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,10.63,Passing,0
824,Philis,Glauber,Female,3,18,42,50,77,50,80,1,1,1,1,64.25,90.0,23.33,60,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,16.5,Needs Improvement,0
825,Elizabeth,Dews,Female,8,1,21,99,78,37,78,1,1,0,1,73.0,99.44,11.67,22,Excessive Tardiness,Pass,Concerning,Middle (6-8),0,1,1,Math,English,25.96,Satisfactory,0
826,Anabelle,Briscam,Female,10,17,14,40,0,7,77,0,0,0,1,31.0,90.56,7.78,31,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,It,Science,35.28,Failing,0
827,Dael,Di Giacomettino,Male,6,26,19,50,50,92,55,1,1,1,1,61.75,85.56,10.56,45,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,English,Math,20.3,Needs Improvement,0
828,Kerri,Nevitt,Female,8,2,6,83,54,2,58,1,1,0,1,49.25,98.89,3.33,8,Acceptable,Fail,Good,Middle (6-8),0,0,1,Math,English,34.01,Failing,0
829,Pamelina,Burness,Female,4,29,8,50,50,74,50,1,1,1,1,56.0,83.89,4.44,37,Excessive Absence,Pass,Exessive,Elementary (1-5),1,1,0,English,Math,12.0,Passing,0
830,Trip,Lattey,Male,12,23,14,14,80,8,3,0,1,0,0,26.25,87.22,7.78,37,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,Science,It,36.11,Failing,0
831,Hank,McMylor,Male,8,4,23,75,11,26,83,1,0,0,1,48.75,97.78,12.78,27,Excessive Tardiness,Fail,Concerning,Middle (6-8),0,1,2,It,Science,35.61,Failing,0
832,Andres,Hemshall,Male,3,10,44,59,50,83,50,1,1,1,1,60.5,94.44,24.44,54,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,15.59,Needs Improvement,0
833,Bordie,Golsby,Male,4,25,43,50,53,50,50,1,1,1,1,50.75,86.11,23.89,68,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,1.5,Passing,0
834,Hall,Gisborne,Male,1,3,23,50,50,50,99,1,1,1,1,62.25,98.33,12.78,26,Excessive Tardiness,Pass,Concerning,Elementary (1-5),0,1,0,It,Math,24.5,Needs Improvement,0
835,Adelina,Swanston,Female,9,18,14,62,81,13,85,1,1,0,1,60.25,90.0,7.78,32,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,English,33.06,Needs Improvement,0
836,Pietrek,Andriveaux,Male,12,25,39,18,3,74,85,0,0,1,1,45.0,86.11,21.67,64,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,It,Science,40.55,Failing,0
